algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6014,58,0.798148,0.067285,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5984,56,0.773723,0.066038,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6014,57,0.586122,0.079387,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6000,59,0.793900,0.068685,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6073,57,0.941059,0.060510,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6003,57,0.937188,0.060638,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6051,60,0.544586,0.087719,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6030,54,0.559295,0.077364,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6020,58,0.773516,0.068477,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6024,55,0.939182,0.058386,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6011,56,0.671539,0.071703,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5995,56,0.985700,0.058031,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6017,57,0.490031,0.089202,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6016,59,0.820826,0.067429,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6009,54,0.522692,0.080838,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6037,55,0.531496,0.081481,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6015,56,0.646063,0.073394,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6022,58,0.842505,0.065315,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6044,55,0.709139,0.068154,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5975,57,0.548207,0.082849,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5992,58,0.991795,0.059979,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6000,58,0.842505,0.065315,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6012,58,0.961616,0.060924,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5994,54,0.932473,0.057508,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6009,59,0.803903,0.068208,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6023,59,0.567851,0.083926,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6038,59,0.952716,0.062302,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6031,57,0.779304,0.066980,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6067,61,0.869817,0.067627,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6032,55,0.521909,0.082459,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6050,57,0.747302,0.068592,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6032,57,0.490031,0.089202,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5994,62,0.763421,0.073897,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6040,58,0.585306,0.080893,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6053,54,0.565567,0.076814,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6050,59,0.831132,0.066969,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6053,60,0.858238,0.066964,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6034,55,0.776256,0.064706,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5992,57,0.553157,0.082370,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6029,61,0.540111,0.089706,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6008,58,0.949799,0.061311,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6028,56,0.844402,0.062921,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6022,59,0.873552,0.065193,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6079,61,0.878876,0.067255,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6023,56,0.496536,0.086822,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6027,56,0.997945,0.057673,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6032,58,0.649958,0.075817,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6001,55,0.491564,0.085803,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6011,56,0.951807,0.059072,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5989,59,0.547847,0.085881,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5977,56,0.496536,0.086822,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6016,56,0.706760,0.069565,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6047,57,0.767971,0.067536,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6012,60,0.840607,0.067720,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6044,57,0.826128,0.064846,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6057,59,0.559036,0.084770,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6006,61,0.496142,0.094868,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6035,55,0.886518,0.060175,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6014,55,0.559743,0.078797,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6047,57,0.937188,0.060638,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6021,58,0.791513,0.067599,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6078,61,0.921705,0.065591,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6055,61,0.593262,0.084488,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6018,58,0.975585,0.060480,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6029,60,0.613977,0.081301,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6012,60,0.679654,0.076433,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6028,58,0.499614,0.089645,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6020,57,0.494615,0.088647,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6009,57,0.702892,0.071072,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5994,54,0.606936,0.073469,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6058,57,0.513240,0.086495,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6011,58,0.770283,0.068639,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6086,57,0.996917,0.058763,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6025,55,0.910609,0.059331,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6015,59,0.733036,0.071864,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5964,58,0.666953,0.074646,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6041,58,0.887269,0.063527,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5987,58,0.493846,0.090343,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5995,61,0.873430,0.067478,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6040,56,0.934328,0.059638,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6026,60,0.892683,0.065574,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6052,55,0.577453,0.077247,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6039,60,0.922696,0.064447,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5982,56,0.979633,0.058212,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6025,54,0.513219,0.081818,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6023,55,0.797597,0.063731,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5994,56,0.495385,0.086957,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6027,54,0.919132,0.057940,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6062,59,0.565323,0.084165,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6011,59,0.775846,0.069575,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6039,55,0.603462,0.075137,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6009,59,0.505818,0.090491,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5998,57,0.996917,0.058763,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6018,58,0.715548,0.071605,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6014,57,0.982653,0.059190,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6022,56,0.555200,0.080692,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6034,57,0.516784,0.086103,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6010,61,0.505435,0.093702,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6013,57,0.826128,0.064846,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6055,55,0.511267,0.083587,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6056,57,0.908644,0.061622,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6023,59,0.518779,0.088989,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6011,58,0.590500,0.080444,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6007,53,0.572698,0.074753,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6022,56,0.889213,0.061202,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6023,56,0.889213,0.061202,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6025,57,0.592623,0.078838,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6031,59,0.753388,0.070743,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6059,57,0.970588,0.059561,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6066,59,0.704126,0.073566,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6022,56,0.495385,0.086957,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6057,57,0.996917,0.058763,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6052,60,0.922696,0.064447,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6023,58,0.930417,0.061966,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6041,59,0.904809,0.063991,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6043,55,0.986721,0.056936,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6035,58,0.508936,0.088550,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6038,59,0.770985,0.069822,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6026,60,0.987705,0.062241,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6013,57,0.502707,0.087692,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6003,56,0.863854,0.062153,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6028,57,0.495766,0.088509,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5983,60,0.542130,0.087977,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6032,57,0.611111,0.077341,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6033,56,0.896585,0.060936,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6043,58,0.557338,0.083453,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6033,57,0.597862,0.078404,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6046,56,0.658703,0.072539,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6021,55,0.918146,0.059076,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6016,55,0.553514,0.079365,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6044,57,0.968592,0.059623,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6003,56,0.949850,0.059134,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6009,56,0.892892,0.061069,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6035,57,0.875483,0.062845,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6042,58,0.938124,0.061702,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6047,58,0.714034,0.071693,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6039,58,0.508936,0.088550,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6018,58,0.576299,0.081690,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5999,57,0.545744,0.083090,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5992,54,0.907843,0.058315,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6052,59,0.704126,0.073566,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6016,56,0.625418,0.074866,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6076,59,0.635215,0.078249,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6018,57,0.752029,0.068345,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6051,57,0.914286,0.061422,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6060,58,0.818352,0.066362,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6036,58,0.721631,0.071253,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6026,59,0.754973,0.070659,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6022,56,0.872832,0.061810,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6017,59,0.984663,0.061267,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6033,59,0.654731,0.076823,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6051,58,0.540048,0.085169,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6018,60,0.838863,0.067797,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6052,60,0.918892,0.064586,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5998,59,0.956653,0.062171,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5980,56,0.773723,0.066038,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5995,59,0.617500,0.079622,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5998,54,0.500386,0.083205,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6003,54,0.917241,0.058002,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6009,55,0.914370,0.059203,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6038,53,0.927723,0.056564,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6041,56,0.593443,0.077348,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6034,58,0.844255,0.065242,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5991,60,0.852913,0.067189,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6056,58,0.961616,0.060924,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5969,61,0.593262,0.084488,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6029,55,0.567284,0.078125,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,5980,56,0.858509,0.062361,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6004,59,0.680519,0.075064,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6028,56,0.541634,0.081991,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6037,55,0.566023,0.078236,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,6042,55,0.921937,0.058950,short_main_separator
