algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27102,415,0.509042,0.019348,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1731,501,0.498219,0.023726,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24795,442,0.508401,0.020633,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,537904,610,0.492688,0.029155,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29208,440,0.505091,0.020628,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29852,416,0.505659,0.019481,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1717,496,0.495373,0.023578,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26886,440,0.505091,0.020628,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,548656,601,0.499326,0.028465,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25934,434,0.511748,0.020169,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26364,411,0.512295,0.019080,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1745,482,0.502140,0.022701,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,23337,434,0.511748,0.020169,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,538381,573,0.502048,0.027028,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27395,430,0.513860,0.019928,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27808,402,0.514527,0.018606,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1707,480,0.504251,0.022543,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25694,430,0.513860,0.019928,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,554508,611,0.498948,0.028957,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26806,436,0.511953,0.020257,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27494,408,0.512619,0.018932,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1760,495,0.501691,0.023331,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24765,436,0.511953,0.020257,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,539751,590,0.505782,0.027701,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27163,415,0.518557,0.019113,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27905,386,0.519249,0.017754,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1748,466,0.508727,0.021752,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25022,415,0.518557,0.019113,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,549022,605,0.490735,0.028990,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27370,434,0.502707,0.020409,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28030,411,0.503251,0.019307,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1737,494,0.493345,0.023546,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25396,434,0.502707,0.020409,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,541588,610,0.506631,0.028617,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29598,444,0.519170,0.020442,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29820,421,0.519720,0.019363,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1753,494,0.509388,0.023050,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27051,444,0.519170,0.020442,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,553156,597,0.490888,0.028597,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26921,431,0.503666,0.020241,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27123,404,0.504305,0.018949,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1764,491,0.493381,0.023401,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24663,431,0.503666,0.020241,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,542081,582,0.491136,0.027863,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29104,426,0.503429,0.020011,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29638,400,0.504044,0.018767,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1743,486,0.493393,0.023161,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27061,426,0.503429,0.020011,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,554409,593,0.504282,0.027898,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26177,427,0.517255,0.019702,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26725,405,0.517780,0.018668,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1787,481,0.506939,0.022510,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,23838,427,0.517255,0.019702,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,544450,553,0.492484,0.026414,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27747,422,0.504306,0.019799,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28249,396,0.504921,0.018557,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1701,475,0.494319,0.022604,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26134,422,0.504306,0.019799,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,555450,587,0.499125,0.027803,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26776,430,0.511269,0.019994,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27405,395,0.512101,0.018337,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1750,487,0.501489,0.022958,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25112,430,0.511269,0.019994,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,540550,594,0.489628,0.028502,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28636,432,0.502932,0.020308,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29142,411,0.503428,0.019302,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1787,481,0.492282,0.022955,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26260,432,0.502932,0.020308,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,554983,576,0.492962,0.027505,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26306,438,0.504675,0.020545,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27030,418,0.505149,0.019589,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1731,487,0.495057,0.023156,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24924,438,0.504675,0.020545,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,542497,631,0.502490,0.029774,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,32381,444,0.516632,0.020508,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,32817,406,0.517539,0.018720,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1814,515,0.505240,0.024168,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29557,444,0.516632,0.020508,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,555369,603,0.504473,0.028366,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27998,437,0.517886,0.020150,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28696,406,0.518626,0.018694,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1761,503,0.506846,0.023551,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26345,437,0.517886,0.020150,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,541402,581,0.486511,0.027992,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29700,436,0.498056,0.020631,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29975,408,0.498716,0.019281,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1779,474,0.489019,0.022720,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27275,436,0.498056,0.020631,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,554186,576,0.502867,0.027142,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26203,427,0.515050,0.019758,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26583,395,0.515812,0.018250,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1764,477,0.505213,0.022372,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24080,427,0.515050,0.019758,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,543281,560,0.488294,0.026905,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26530,412,0.499965,0.019439,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26946,390,0.500484,0.018381,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1755,461,0.490616,0.022044,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24423,412,0.499965,0.019439,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,553114,603,0.491133,0.028878,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28391,443,0.503916,0.020802,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29066,419,0.504484,0.019653,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1809,498,0.493602,0.023730,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25918,443,0.503916,0.020802,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,542377,603,0.506225,0.028301,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,31309,434,0.518611,0.019993,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,31895,405,0.519303,0.018632,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1786,488,0.508957,0.022780,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28835,434,0.518611,0.019993,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,556107,557,0.491618,0.026638,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26523,422,0.502706,0.019841,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26793,397,0.503297,0.018644,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1730,470,0.493664,0.022384,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24604,422,0.502706,0.019841,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,542178,599,0.497673,0.028432,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28560,418,0.511410,0.019429,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29032,398,0.511886,0.018482,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1797,479,0.500508,0.022607,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26105,418,0.511410,0.019429,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,555187,577,0.496708,0.027414,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27467,432,0.509248,0.020141,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27880,405,0.509889,0.018858,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1766,491,0.498737,0.023233,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25873,432,0.509248,0.020141,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,545859,583,0.488662,0.028006,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29513,429,0.500555,0.020230,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,30080,398,0.501286,0.018741,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1797,474,0.491221,0.022651,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27057,429,0.500555,0.020230,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,553917,610,0.495470,0.029045,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28306,432,0.508531,0.020160,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29150,407,0.509125,0.018971,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1803,497,0.498136,0.023538,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26265,432,0.508531,0.020160,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,545417,564,0.495427,0.026837,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,27637,411,0.506420,0.019226,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,28182,389,0.506941,0.018178,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1755,464,0.497784,0.021974,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25643,411,0.506420,0.019226,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,554871,564,0.490052,0.027034,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26149,417,0.501937,0.019624,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,26362,397,0.502409,0.018666,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1776,468,0.492307,0.022329,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24177,417,0.501937,0.019624,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,545931,609,0.500308,0.028809,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,31752,438,0.513273,0.020316,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,31976,407,0.514011,0.018851,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1817,494,0.503029,0.023243,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,29118,438,0.513273,0.020316,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,555762,581,0.486755,0.027982,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,22349,436,0.498762,0.020612,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,22614,412,0.499328,0.019455,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1409,485,0.489005,0.023251,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,20689,436,0.498762,0.020612,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,537650,591,0.506116,0.027736,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24325,416,0.518859,0.019152,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24770,387,0.519552,0.017793,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1422,478,0.508800,0.022315,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,22155,416,0.518859,0.019152,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,541632,593,0.493827,0.028291,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,21293,416,0.506052,0.019471,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,22012,392,0.506620,0.018327,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1451,474,0.496631,0.022486,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,19651,416,0.506052,0.019471,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,531503,593,0.504389,0.027894,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24689,433,0.517366,0.019978,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,25376,406,0.518010,0.018709,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1420,477,0.507142,0.022316,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,22739,433,0.517366,0.019978,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,546006,627,0.498888,0.029726,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24334,445,0.512746,0.020657,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,24881,419,0.513365,0.019427,post
LT_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,1439,510,0.501656,0.024045,post
LT_NE_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,22361,445,0.512746,0.020657,post
LT,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,535881,543,0.494653,0.025856,bfs_level
LT_DMD,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,23103,417,0.505137,0.019542,post
LT_DMD_NE,big_delaunay/delaunay_64000,64000,191994,-1,161,310,-1,23612,398,0.505587,0.018635,post
